id,name,recipe1,recipe2,recipe3,recipe4,recipe5,recipe6
3068,Guide to Plant Fiber Cordage,,,,,,
3069,Wand of Sparking,,,,,,
3070,Gold Bird Cage,,,,,,
3071,Gold Bunny Cage,,,,,,
3072,Gold Butterfly Jar,,,,,,
3073,Gold Frog Cage,,,,,,
3074,Gold Grasshopper Cage,,,,,,
3075,Gold Mouse Cage,,,,,,
3076,Gold Worm Cage,,,,,,
3077,Silk Rope,,,,,,
3078,Web Rope,,,,,,
3079,Silk Rope Coil,,,,,,
3080,Web Rope Coil,,,,,,
3081,Marble Block,,,,,,
3082,Marble Wall,,,,,,
3083,Smooth Marble Wall,,,,,,
3084,Radar,,,,,,
3085,Golden Lock Box,,,,,,
3086,Granite Block,,,,,,
3087,Smooth Granite Block,,,,,,
3088,Granite Wall,,,,,,
3089,Smooth Granite Wall,,,,,,
3090,Royal Gel,,,,,,
3091,Key of Night,,,,,,
3092,Key of Light,,,,,,
3093,Herb Bag,,,,,,
3094,Javelin,,,,,,
3095,Tally Counter,,,,,,
3096,Sextant,,,,,,
3097,Shield of Cthulhu,,,,,,
3098,Butcher's Chainsaw,,,,,,
3099,Stopwatch,,,,,,
3100,Meteorite Brick,,,,,,
3101,Meteorite Brick Wall,,,,,,
3102,Metal Detector,,,,,,
3103,Endless Quiver,415,,,,,
3104,Endless Musket Pouch,414,,,,,
3105,Toxic Flask,,,,,,
3106,Psycho Knife,,,,,,
3107,Nail Gun,,,,,,
3108,Nail,,,,,,
3109,Night Vision Helmet,,,,,,
3110,Celestial Shell,222,,,,,
3111,Pink Gel,,,,,,
3112,Bouncy Glowstick,160,,,,,
3113,Pink Slime Block,1034,,,,,
3114,Pink Torch,1035,,,,,
3115,Bouncy Bomb,158,,,,,
3116,Bouncy Grenade,161,,,,,
3117,Peace Candle,,,,,,
3118,Lifeform Analyzer,,,,,,
3119,DPS Meter,,,,,,
3120,Fisherman's Pocket Guide,,,,,,
3121,Goblin Tech,532,,,,,
3122,R.E.K. 3000,1098,,,,,
3123,PDA,981,,,,,
3124,Cell Phone,225,226,,,,
3125,Granite Chest,,,,,,
3126,Meteorite Clock,,,,,,
3127,Marble Clock,,,,,,
3128,Granite Clock,,,,,,
3129,Meteorite Door,,,,,,
3130,Marble Door,,,,,,
3131,Granite Door,,,,,,
3132,Meteorite Dresser,,,,,,
3133,Marble Dresser,,,,,,
3134,Granite Dresser,,,,,,
3135,Meteorite Lamp,,,,,,
3136,Marble Lamp,,,,,,
3137,Granite Lamp,,,,,,
3138,Meteorite Lantern,,,,,,
3139,Marble Lantern,,,,,,
3140,Granite Lantern,,,,,,
3141,Meteorite Piano,,,,,,
3142,Marble Piano,,,,,,
3143,Granite Piano,,,,,,
3144,Meteorite Platform,,,,,,
3145,Marble Platform,,,,,,
3146,Granite Platform,,,,,,
3147,Meteorite Sink,,,,,,
3148,Marble Sink,,,,,,
3149,Granite Sink,,,,,,
3150,Meteorite Sofa,,,,,,
3151,Marble Sofa,,,,,,
3152,Granite Sofa,,,,,,
3153,Meteorite Table,,,,,,
3154,Marble Table,,,,,,
3155,Granite Table,,,,,,
3156,Meteorite Work Bench,,,,,,
3157,Marble Work Bench,,,,,,
3158,Granite Work Bench,,,,,,
3159,Meteorite Bathtub,,,,,,
3160,Marble Bathtub,,,,,,
3161,Granite Bathtub,,,,,,
3162,Meteorite Bed,,,,,,
3163,Marble Bed,,,,,,
3164,Granite Bed,,,,,,
3165,Meteorite Bookcase,,,,,,
3166,Marble Bookcase,,,,,,
3167,Granite Bookcase,,,,,,
3168,Meteorite Candelabra,,,,,,
3169,Marble Candelabra,,,,,,
3170,Granite Candelabra,,,,,,
3171,Meteorite Candle,,,,,,
3172,Marble Candle,,,,,,
3173,Granite Candle,,,,,,
3174,Meteorite Chair,,,,,,
3175,Marble Chair,,,,,,
3176,Granite Chair,,,,,,
3177,Meteorite Chandelier,,,,,,
3178,Marble Chandelier,,,,,,
3179,Granite Chandelier,,,,,,
3180,Meteorite Chest,,,,,,
3181,Marble Chest,,,,,,
3182,Magic Water Dropper,776,,,,,
3183,Golden Bug Net,,,,,,
3184,Magic Lava Dropper,774,,,,,
3185,Magic Honey Dropper,773,,,,,
3186,Empty Dropper,,,,,,
3187,Gladiator Helmet,,,,,,
3188,Gladiator Breastplate,,,,,,
3189,Gladiator Leggings,,,,,,
3190,Reflective Dye,,,,,,
3191,Enchanted Nightcrawler,,,,,,
3192,Grubby,,,,,,
3193,Sluggy,,,,,,
3194,Buggy,,,,,,
3195,Grub Soup,,,,,,
3196,Bomb Fish,,,,,,
3197,Frost Daggerfish,,,,,,
3198,Sharpening Station,,,,,,
3199,Ice Mirror,,,,,,
3200,Sailfish Boots,,,,,,
3201,Tsunami in a Bottle,,,,,,
3202,Target Dummy,,,,,,
3203,Corrupt Crate,,,,,,
3204,Crimson Crate,,,,,,
3205,Dungeon Crate,,,,,,
3206,Sky Crate,,,,,,
3207,Hallowed Crate,,,,,,
3208,Jungle Crate,,,,,,
3209,Crystal Serpent,,,,,,
3210,Toxikarp,,,,,,
3211,Bladetongue,,,,,,
3212,Shark Tooth Necklace,,,,,,
3213,Money Trough,,,,,,
3214,Bubble,,,,,,
3215,Daybloom Planter Box,,,,,,
3216,Moonglow Planter Box,,,,,,
3217,Deathweed Planter Box,,,,,,
3219,Blinkroot Planter Box,,,,,,
3220,Waterleaf Planter Box,,,,,,
3221,Shiverthorn Planter Box,,,,,,
3222,Fireblossom Planter Box,,,,,,
3223,Brain of Confusion,,,,,,
3224,Worm Scarf,,,,,,
3225,Balloon Pufferfish,,,,,,
3226,Lazure's Valkyrie Circlet,,,,,,
3227,Lazure's Valkyrie Cloak,,,,,,
3228,Lazure's Barrier Platform,,,,,,
3229,Golden Cross Grave Marker,,,,,,
3230,Golden Tombstone,,,,,,
3231,Golden Grave Marker,,,,,,
3232,Golden Gravestone,,,,,,
3233,Golden Headstone,,,,,,
3234,Crystal Block,,,,,,
3235,Music Box (Martian Madness),,,,,,
3236,Music Box (Pirate Invasion),,,,,,
3237,Music Box (Hell),,,,,,
3238,Crystal Block Wall,,,,,,
3239,Trap Door,1474,1475,,,,
3240,Tall Gate,1411,,,,,
3241,Sharkron Balloon,1218,,,,,
3242,Tax Collector's Hat,,,,,,
3243,Tax Collector's Suit,,,,,,
3244,Tax Collector's Pants,,,,,,
3245,Bone Glove,,,,,,
3246,Clothier's Jacket,,,,,,
3247,Clothier's Pants,,,,,,
3248,Dye Trader's Turban,,,,,,
3249,Deadly Sphere Staff,,,,,,
3250,Green Horseshoe Balloon,578,,,,,
3251,Amber Horseshoe Balloon,31,,,,,
3252,Pink Horseshoe Balloon,1032,,,,,
3253,Lava Lamp,,,,,,
3254,Enchanted Nightcrawler Cage,,,,,,
3255,Buggy Cage,,,,,,
3256,Grubby Cage,,,,,,
3257,Sluggy Cage,,,,,,
3258,Slap Hand,,,,,,
3259,Twilight Hair Dye,,,,,,
3260,Blessed Apple,,,,,,
3261,Spectre Bar,,,,,,
3262,Code 1,,,,,,
3263,Buccaneer Bandana,,,,,,
3264,Buccaneer Tunic,,,,,,
3265,Buccaneer Pantaloons,,,,,,
3266,Obsidian Outlaw Hat,,,,,,
3267,Obsidian Longcoat,,,,,,
3268,Obsidian Pants,,,,,,
3269,Medusa Head,,,,,,
3270,Item Frame,,,,,,
3271,Sandstone Block,,,,,,
3272,Hardened Sand Block,,,,,,
3273,Sandstone Wall,,,,,,
3274,Hardened Ebonsand Block,,,,,,
3275,Hardened Crimsand Block,,,,,,
3276,Ebonsandstone Block,,,,,,
3277,Crimsandstone Block,,,,,,
3278,Wooden Yoyo,,,,,,
3279,Malaise,,,,,,
3280,Artery,,,,,,
3281,Amazon,,,,,,
3282,Cascade,,,,,,
3283,Chik,,,,,,
3284,Code 2,,,,,,
3285,Rally,,,,,,
3286,Yelets,,,,,,
3287,Red's Throw,,,,,,
3288,Valkyrie Yoyo,,,,,,
3289,Amarok,,,,,,
3290,Hel-Fire,,,,,,
3291,Kraken,,,,,,
3292,The Eye of Cthulhu,,,,,,
3293,Red String,,,,,,
3294,Orange String,,,,,,
3295,Yellow String,,,,,,
3296,Lime String,,,,,,
3297,Green String,,,,,,
3298,Teal String,,,,,,
3299,Cyan String,,,,,,
3300,Sky Blue String,,,,,,
3301,Blue String,,,,,,
3302,Purple String,,,,,,
3303,Violet String,,,,,,
3304,Pink String,,,,,,
3305,Brown String,,,,,,
3306,White String,1535,,,,,
3307,Rainbow String,,,,,,
3308,Black String,,,,,,
3309,Black Counterweight,,,,,,
3310,Blue Counterweight,,,,,,
3311,Green Counterweight,,,,,,
3312,Purple Counterweight,,,,,,
3313,Red Counterweight,,,,,,
3314,Yellow Counterweight,,,,,,
3315,Format C,,,,,,
3316,Gradient,,,,,,
3317,Valor,,,,,,
3333,Hive Pack,,,,,,
3334,Yoyo Glove,,,,,,
3335,Demon Heart,,,,,,
3336,Spore Sac,,,,,,
3337,Shiny Stone,,,,,,
3338,Hardened Pearlsand Block,,,,,,
3339,Pearlsandstone Block,,,,,,
3340,Hardened Sand Wall,,,,,,
3341,Hardened Ebonsand Wall,,,,,,
3342,Hardened Crimsand Wall,,,,,,
3343,Hardened Pearlsand Wall,,,,,,
3344,Ebonsandstone Wall,,,,,,
3345,Crimsandstone Wall,,,,,,
3346,Pearlsandstone Wall,,,,,,
3347,Desert Fossil,,,,,,
3348,Desert Fossil Wall,,,,,,
3349,Exotic Scimitar,,,,,,
3350,Paintball Gun,,,,,,
3351,Classy Cane,,,,,,
3352,Stylish Scissors,,,,,,
3353,Mechanical Cart,,,,,,
3354,Mechanical Wheel Piece,,,,,,
3355,Mechanical Wagon Piece,,,,,,
3356,Mechanical Battery Piece,,,,,,
3357,Ancient Cultist Trophy,,,,,,
3358,Martian Saucer Trophy,,,,,,
3359,Flying Dutchman Trophy,,,,,,
3360,Living Mahogany Wand,,,,,,
3361,Rich Mahogany Leaf Wand,,,,,,
3362,Fallen Tuxedo Shirt,,,,,,
3363,Fallen Tuxedo Pants,,,,,,
3364,Fireplace,,,,,,
3365,Chimney,,,,,,
3366,Yoyo Bag,1574,1575,1576,1577,1578,1579
3367,Shrimpy Truffle,,,,,,
3368,Arkhalis,,,,,,
3369,Confetti Cannon,,,,,,
3370,Music Box (The Towers),,,,,,
3371,Music Box (Goblin Invasion),,,,,,
3372,Ancient Cultist Mask,,,,,,
3373,Moon Lord Mask,,,,,,
3374,Fossil Helmet,,,,,,
3375,Fossil Plate,,,,,,
3376,Fossil Greaves,,,,,,
3377,Amber Staff,,,,,,
3378,Bone Javelin,,,,,,
3379,Bone Throwing Knife,,,,,,
3380,Sturdy Fossil,,,,,,
3381,Stardust Helmet,1365,,,,,
3382,Stardust Plate,1369,,,,,
3383,Stardust Leggings,1366,,,,,
3384,Portal Gun,,,,,,
3389,Terrarian,,,,,,
3390,Goblin Summoner Banner,,,,,,
3391,Salamander Banner,,,,,,
3392,Giant Shelly Banner,,,,,,
3393,Crawdad Banner,,,,,,
3394,Fritz Banner,,,,,,
3395,Creature from the Deep Banner,,,,,,
3396,Dr. Man Fly Banner,,,,,,
3397,Mothron Banner,,,,,,
3398,Severed Hand Banner,,,,,,
3399,The Possessed Banner,,,,,,
3400,Butcher Banner,,,,,,
3401,Psycho Banner,,,,,,
3402,Deadly Sphere Banner,,,,,,
3403,Nailhead Banner,,,,,,
3404,Poisonous Spore Banner,,,,,,
3405,Medusa Banner,,,,,,
3406,Hoplite Banner,,,,,,
3407,Granite Elemental Banner,,,,,,
3408,Grolem Banner,,,,,,
3409,Blood Zombie Banner,,,,,,
3410,Drippler Banner,,,,,,
3411,Tomb Crawler Banner,,,,,,
3412,Dune Splicer Banner,,,,,,
3413,Antlion Swarmer Banner,,,,,,
3414,Antlion Charger Banner,,,,,,
3415,Ghoul Banner,,,,,,
3416,Lamia Banner,,,,,,
3417,Desert Spirit Banner,,,,,,
3418,Basilisk Banner,,,,,,
3419,Ravager Scorpion Banner,,,,,,
3420,Stargazer Banner,,,,,,
3421,Milkyway Weaver Banner,,,,,,
3422,Flow Invader Banner,,,,,,
3423,Twinkle Popper Banner,,,,,,
3424,Small Star Cell Banner,,,,,,
3425,Star Cell Banner,,,,,,
3426,Corite Banner,,,,,,
3427,Sroller Banner,,,,,,
3428,Crawltipede Banner,,,,,,
3429,Drakomire Rider Banner,,,,,,
3430,Drakomire Banner,,,,,,
3431,Selenian Banner,,,,,,
3432,Predictor Banner,,,,,,
3433,Brain Suckler Banner,,,,,,
3434,Nebula Floater Banner,,,,,,
3435,Evolution Beast Banner,,,,,,
3436,Alien Larva Banner,,,,,,
3437,Alien Queen Banner,,,,,,
3438,Alien Hornet Banner,,,,,,
3439,Vortexian Banner,,,,,,
3440,Storm Diver Banner,,,,,,
3441,Pirate Captain Banner,,,,,,
3442,Pirate Deadeye Banner,,,,,,
3443,Pirate Corsair Banner,,,,,,
3444,Pirate Crossbower Banner,,,,,,
3445,Martian Walker Banner,,,,,,
3446,Red Devil Banner,,,,,,
3447,Pink Jellyfish Banner,,,,,,
3448,Green Jellyfish Banner,,,,,,
3449,Dark Mummy Banner,,,,,,
3450,Light Mummy Banner,,,,,,
3451,Angry Bones Banner,,,,,,
3452,Ice Tortoise Banner,,,,,,
3453,Damage Booster,,,,,,
3454,Life Booster,,,,,,
3455,Mana Booster,,,,,,
3456,Vortex Fragment,1516,,,,,
3457,Nebula Fragment,878,,,,,
3458,Solar Fragment,1304,,,,,
3459,Stardust Fragment,1362,,,,,
3460,Luminite,,,,,,
3461,Luminite Brick,,,,,,
3462,Stardust Axe,,,,,,
3463,Stardust Chainsaw,,,,,,
3464,Stardust Drill,,,,,,
3465,Stardust Hammer,,,,,,
3466,Stardust Pickaxe,1368,,,,,
3467,Luminite Bar,769,,,,,
3468,Solar Wings,1307,,,,,
3469,Vortex Booster,1514,,,,,
3470,Nebula Mantle,883,,,,,
3471,Stardust Wings,1370,,,,,
3472,Luminite Brick Wall,,,,,,
3473,Solar Eruption,1298,,,,,
3474,Stardust Cell Staff,1360,,,,,
3475,Vortex Beater,1513,,,,,
3476,Nebula Arcanum,875,,,,,
3477,Blood Water,,,,,,
3478,Wedding Veil,,,,,,
3479,Wedding Dress,,,,,,
3480,Platinum Bow,1040,,,,,
3481,Platinum Hammer,1052,,,,,
3482,Platinum Axe,1038,,,,,
3483,Platinum Shortsword,1055,,,,,
3484,Platinum Broadsword,1044,,,,,
3485,Platinum Pickaxe,1054,,,,,
3486,Tungsten Bow,1483,,,,,
3487,Tungsten Hammer,1491,,,,,
3488,Tungsten Axe,1481,,,,,
3489,Tungsten Shortsword,1494,,,,,
3490,Tungsten Broadsword,1487,,,,,
3491,Tungsten Pickaxe,1493,,,,,
3492,Lead Bow,705,,,,,
3493,Lead Hammer,711,,,,,
3494,Lead Axe,702,,,,,
3495,Lead Shortsword,714,,,,,
3496,Lead Broadsword,706,,,,,
3497,Lead Pickaxe,713,,,,,
3498,Tin Bow,1431,,,,,
3499,Tin Hammer,1439,,,,,
3500,Tin Axe,1429,,,,,
3501,Tin Shortsword,1444,,,,,
3502,Tin Broadsword,1435,,,,,
3503,Tin Pickaxe,1441,,,,,
3504,Copper Bow,284,,,,,
3505,Copper Hammer,293,,,,,
3506,Copper Axe,282,,,,,
3507,Copper Shortsword,298,,,,,
3508,Copper Broadsword,288,,,,,
3509,Copper Pickaxe,295,,,,,
3510,Silver Bow,1231,,,,,
3511,Silver Hammer,1242,,,,,
3512,Silver Axe,1229,,,,,
3513,Silver Shortsword,1245,,,,,
3514,Silver Broadsword,1235,,,,,
3515,Silver Pickaxe,1244,,,,,
3516,Gold Bow,536,,,,,
3517,Gold Hammer,547,,,,,
3518,Gold Axe,534,,,,,
3519,Gold Shortsword,550,,,,,
3520,Gold Broadsword,540,,,,,
3521,Gold Pickaxe,549,,,,,
3522,Solar Flare Hamaxe,1300,,,,,
3523,Vortex Hamaxe,1518,,,,,
3524,Nebula Hamaxe,880,,,,,
3525,Stardust Hamaxe,1364,,,,,
3526,Solar Dye,,,,,,
3527,Nebula Dye,,,,,,
3528,Vortex Dye,,,,,,
3529,Stardust Dye,,,,,,
3530,Void Dye,,,,,,
3531,Stardust Dragon Staff,1361,,,,,
3532,Bacon,,,,,,
3533,Shifting Sands Dye,,,,,,
3534,Mirage Dye,,,,,,
3535,Shifting Pearlsands Dye,,,,,,
3536,Vortex Monolith,1521,,,,,
3537,Nebula Monolith,884,,,,,
3538,Stardust Monolith,1367,,,,,
3539,Solar Monolith,1306,,,,,
3540,Phantasm,1017,,,,,
3541,Last Prism,,,,,,
3542,Nebula Blaze,876,,,,,
3543,Daybreak,320,,,,,
3544,Super Healing Potion,1404,,,,,
3545,Detonator,,,,,,
3546,Celebration,,,,,,
3547,Bouncy Dynamite,159,,,,,
3548,Happy Grenade,,,,,,
3549,Ancient Manipulator,,,,,,
3550,Flame and Silver Dye,,,,,,
3551,Green Flame and Silver Dye,,,,,,
3552,Blue Flame and Silver Dye,,,,,,
3553,Reflective Copper Dye,,,,,,
3554,Reflective Obsidian Dye,,,,,,
3555,Reflective Metal Dye,,,,,,
3556,Midnight Rainbow Dye,,,,,,
3557,Black and White Dye,,,,,,
3558,Bright Silver Dye,,,,,,
3559,Silver and Black Dye,,,,,,
3560,Red Acid Dye,,,,,,
3561,Gel Dye,,,,,,
3562,Pink Gel Dye,,,,,,
3563,Red Squirrel,,,,,,
3564,Gold Squirrel,,,,,,
3565,Red Squirrel Cage,,,,,,
3566,Gold Squirrel Cage,,,,,,
3567,Luminite Bullet,770,,,,,
3568,Luminite Arrow,768,,,,,
3569,Lunar Portal Staff,,,,,,
3570,Lunar Flare,,,,,,
3571,Rainbow Crystal Staff,,,,,,
3572,Lunar Hook,771,,,,,
3573,Solar Fragment Block,1305,,,,,
3574,Vortex Fragment Block,1517,,,,,
3575,Nebula Fragment Block,879,,,,,
3576,Stardust Fragment Block,1363,,,,,
3577,Suspicious Looking Tentacle,,,,,,
3578,Yoraiz0r's Uniform,,,,,,
3579,Yoraiz0r's Skirt,,,,,,
3580,Yoraiz0r's Spell,,,,,,
3581,Yoraiz0r's Scowl,,,,,,
3582,Jim's Wings,,,,,,
3583,Yoraiz0r's Recolored Goggles,,,,,,
3584,Living Leaf Wall,,,,,,
3585,Skiphs's Mask,,,,,,
3586,Skiphs's Skin,,,,,,
3587,Skiphs's Bear Butt,,,,,,
3588,Skiphs's Paws,,,,,,
3589,Loki's Helmet,,,,,,
3590,Loki's Breastplate,,,,,,
3591,Loki's Greaves,,,,,,
3592,Loki's Wings,,,,,,
3593,Sand Slime Banner,,,,,,
3594,Sea Snail Banner,,,,,,
3595,Moon Lord Trophy,,,,,,
3596,"Not a Kid, nor a Squid",,,,,,
3597,Burning Hades Dye,,,,,,
3598,Grim Dye,,,,,,
3599,Loki's Dye,,,,,,
3600,Shadowflame Hades Dye,,,,,,
3601,Celestial Sigil,223,,,,,
3602,Logic Gate Lamp (Off),,,,,,
3603,Logic Gate (AND),,,,,,
3604,Logic Gate (OR),,,,,,
3605,Logic Gate (NAND),,,,,,
3606,Logic Gate (NOR),,,,,,
3607,Logic Gate (XOR),,,,,,
3608,Logic Gate (XNOR),,,,,,
3609,Conveyor Belt (Clockwise),,,,,,
3610,Conveyor Belt (Counter Clockwise),,,,,,
3611,The Grand Design,,,,,,
3612,Yellow Wrench,,,,,,
3613,Logic Sensor (Day),,,,,,
3614,Logic Sensor (Night),,,,,,
3615,Logic Sensor (Player Above),,,,,,
3616,Junction Box,,,,,,
3617,Announcement Box,,,,,,
3618,Logic Gate Lamp (On),,,,,,
3619,Mechanical Lens,,,,,,
3620,Actuation Rod,,,,,,
3621,Red Team Block,,,,,,
3622,Red Team Platform,,,,,,
3623,Static Hook,,,,,,
3624,Presserator,,,,,,
3625,Multicolor Wrench,,,,,,
3626,Pink Weighted Pressure Plate,,,,,,
3627,Engineering Helmet,,,,,,
3628,Companion Cube,,,,,,
3629,Wire Bulb,,,,,,
3630,Orange Weighted Pressure Plate,,,,,,
3631,Purple Weighted Pressure Plate,,,,,,
3632,Cyan Weighted Pressure Plate,,,,,,
3633,Green Team Block,,,,,,
3634,Blue Team Block,,,,,,
3635,Yellow Team Block,,,,,,
3636,Pink Team Block,,,,,,
3637,White Team Block,,,,,,
3638,Green Team Platform,,,,,,
3639,Blue Team Platform,,,,,,
3640,Yellow Team Platform,,,,,,
3641,Pink Team Platform,,,,,,
3642,White Team Platform,,,,,,
3643,Large Amber,,,,,,
3644,Ruby Gem Lock,,,,,,
3645,Sapphire Gem Lock,,,,,,
3646,Emerald Gem Lock,,,,,,
3647,Topaz Gem Lock,,,,,,
3648,Amethyst Gem Lock,,,,,,
3649,Diamond Gem Lock,,,,,,
3650,Amber Gem Lock,,,,,,
3651,Squirrel Statue,,,,,,
3652,Butterfly Statue,,,,,,
3653,Worm Statue,,,,,,
3654,Firefly Statue,,,,,,
3655,Scorpion Statue,,,,,,
3656,Snail Statue,,,,,,
3657,Grasshopper Statue,,,,,,
3658,Mouse Statue,,,,,,
3659,Duck Statue,,,,,,
3660,Penguin Statue,,,,,,
3661,Frog Statue,,,,,,
3662,Buggy Statue,,,,,,
3663,Logic Gate Lamp (Faulty),,,,,,
3664,Portal Gun Station,,,,,,
3665,Trapped Chest,,,,,,
3666,Trapped Gold Chest,,,,,,
3667,Trapped Shadow Chest,,,,,,
3668,Trapped Ebonwood Chest,,,,,,
3669,Trapped Rich Mahogany Chest,,,,,,
3670,Trapped Pearlwood Chest,,,,,,
3671,Trapped Ivy Chest,,,,,,
3672,Trapped Ice Chest,,,,,,
3673,Trapped Living Wood Chest,,,,,,
3674,Trapped Skyware Chest,,,,,,
3675,Trapped Shadewood Chest,,,,,,
3676,Trapped Web Covered Chest,,,,,,
3677,Trapped Lihzahrd Chest,,,,,,
3678,Trapped Water Chest,,,,,,
3679,Trapped Jungle Chest,,,,,,
3680,Trapped Corruption Chest,,,,,,
3681,Trapped Crimson Chest,,,,,,
3682,Trapped Hallowed Chest,,,,,,
3683,Trapped Frozen Chest,,,,,,
3684,Trapped Dynasty Chest,,,,,,
3685,Trapped Honey Chest,,,,,,
3686,Trapped Steampunk Chest,,,,,,
3687,Trapped Palm Wood Chest,,,,,,
3688,Trapped Mushroom Chest,,,,,,
3689,Trapped Boreal Wood Chest,,,,,,
3690,Trapped Slime Chest,,,,,,
3691,Trapped Green Dungeon Chest,,,,,,
3692,Trapped Pink Dungeon Chest,,,,,,
3693,Trapped Blue Dungeon Chest,,,,,,
3694,Trapped Bone Chest,,,,,,
3695,Trapped Cactus Chest,,,,,,
3696,Trapped Flesh Chest,,,,,,
3697,Trapped Obsidian Chest,,,,,,
3698,Trapped Pumpkin Chest,,,,,,
3699,Trapped Spooky Chest,,,,,,
3700,Trapped Glass Chest,,,,,,
3701,Trapped Martian Chest,,,,,,
3702,Trapped Meteorite Chest,,,,,,
3703,Trapped Granite Chest,,,,,,
3704,Trapped Marble Chest,,,,,,
3707,Teal Pressure Pad,,,,,,
3708,Wall Creeper Statue,,,,,,
3709,Unicorn Statue,,,,,,
3710,Drippler Statue,,,,,,
3711,Wraith Statue,,,,,,
3712,Bone Skeleton Statue,,,,,,
3713,Undead Viking Statue,,,,,,
3714,Medusa Statue,,,,,,
3715,Harpy Statue,,,,,,
3716,Pigron Statue,,,,,,
3717,Hoplite Statue,,,,,,
3718,Granite Golem Statue,,,,,,
3719,Armed Zombie Statue,,,,,,
3720,Blood Zombie Statue,,,,,,
3721,Angler Tackle Bag,,,,,,
3722,Geyser,,,,,,
3723,Ultra Bright Campfire,,,,,,
3724,Bone Campfire,,,,,,
3725,Pixel Box,,,,,,
3726,Liquid Sensor (Water),,,,,,
3727,Liquid Sensor (Lava),,,,,,
3728,Liquid Sensor (Honey),,,,,,
3729,Liquid Sensor (Any),,,,,,
3730,Bundled Party Balloons,,,,,,
3731,Balloon Animal,,,,,,
3732,Party Hat,,,,,,
3733,Silly Sunflower Petals,,,,,,
3734,Silly Sunflower Tops,,,,,,
3735,Silly Sunflower Bottoms,,,,,,
3736,Silly Pink Balloon,,,,,,
3737,Silly Purple Balloon,,,,,,
3738,Silly Green Balloon,,,,,,
3739,Blue Streamer,,,,,,
3740,Green Streamer,,,,,,
3741,Pink Streamer,,,,,,
3742,Silly Balloon Machine,,,,,,
3743,Silly Tied Balloon (Pink),,,,,,
3744,Silly Tied Balloon (Purple),,,,,,
3745,Silly Tied Balloon (Green),,,,,,
3746,Pigronata,,,,,,
3747,Party Center,,,,,,
3748,Silly Tied Bundle of Balloons,,,,,,
3749,Party Present,,,,,,
3750,Slice of Cake,,,,,,
3751,Cog Wall,,,,,,
3752,Sandfall Wall,,,,,,
3753,Snowfall Wall,,,,,,
3754,Sandfall Block,,,,,,
3755,Snowfall Block,,,,,,
3756,Snow Cloud,,,,,,
3759,Pedguin's Trousers,,,,,,
3760,Silly Pink Balloon Wall,,,,,,
3761,Silly Purple Balloon Wall,,,,,,
3762,Silly Green Balloon Wall,,,,,,
3763,0x33's Aviators,,,,,,
3764,Blue Phasesaber,100,,,,,
3765,Red Phasesaber,1114,,,,,
3766,Green Phasesaber,581,,,,,
3767,Purple Phasesaber,1094,,,,,
3768,White Phasesaber,1534,,,,,
3769,Yellow Phasesaber,1568,,,,,
3770,Djinn's Curse,,,,,,
3771,Ancient Horn,,,,,,
3772,Mandible Blade,,,,,,
3773,Ancient Headdress,,,,,,
3774,Ancient Garments,,,,,,
3775,Ancient Slacks,,,,,,
3776,Forbidden Mask,,,,,,
3777,Forbidden Robes,,,,,,
3778,Forbidden Treads,,,,,,
3779,Spirit Flame,,,,,,
3780,Sand Elemental Banner,,,,,,
3781,Pocket Mirror,,,,,,
3782,Magic Sand Dropper,,,,,,
3783,Forbidden Fragment,,,,,,
3784,Lamia Tail,,,,,,
3785,Lamia Wraps,,,,,,
3786,Lamia Mask,,,,,,
3787,Sky Fracture,,,,,,
3788,Onyx Blaster,,,,,,
3789,Sand Shark Banner,,,,,,
3790,Bone Biter Banner,,,,,,
3791,Flesh Reaver Banner,,,,,,
3792,Crystal Thresher Banner,,,,,,
3793,Angry Tumbler Banner,,,,,,
3794,Ancient Cloth,,,,,,
3795,Desert Spirit Lamp,,,,,,
3796,Music Box (Sandstorm),,,,,,
3797,Apprentice's Hat,,,,,,
3798,Apprentice's Robe,,,,,,
3799,Apprentice's Trousers,,,,,,
3800,Squire's Great Helm,,,,,,
3801,Squire's Plating,,,,,,
3802,Squire's Greaves,,,,,,
3803,Huntress's Wig,,,,,,
3804,Huntress's Jerkin,,,,,,
3805,Huntress's Pants,,,,,,
3806,Monk's Bushy Brow Bald Cap,,,,,,
3807,Monk's Shirt,,,,,,
3808,Monk's Pants,,,,,,
3809,Apprentice's Scarf,,,,,,
3810,Squire's Shield,,,,,,
3811,Huntress's Buckler,,,,,,
3812,Monk's Belt,,,,,,
3813,Defender's Forge,,,,,,
3814,War Table,,,,,,
3815,War Table Banner,,,,,,
3816,Eternia Crystal Stand,,,,,,
3817,Defender Medal,,,,,,
3818,Flameburst Rod,,,,,,
3819,Flameburst Cane,,,,,,
3820,Flameburst Staff,,,,,,
3821,Ale Tosser,,,,,,
3822,Etherian Mana,,,,,,
3823,Brand of the Inferno,,,,,,
3824,Ballista Rod,,,,,,
3825,Ballista Cane,,,,,,
3826,Ballista Staff,,,,,,
3827,Flying Dragon,,,,,,
3828,Eternia Crystal,,,,,,
3829,Lightning Aura Rod,,,,,,
3830,Lightning Aura Cane,,,,,,
3831,Lightning Aura Staff,,,,,,
3832,Explosive Trap Rod,,,,,,
3833,Explosive Trap Cane,,,,,,
3834,Explosive Trap Staff,,,,,,
3835,Sleepy Octopod,,,,,,
3836,Ghastly Glaive,,,,,,
